"","time","S","I","R","C","V6"
"137",283,0.480888896310931,0.00235611602004563,0.516754987669023,0.519011103689069,0.231049060186648
"138",284,0.480627761467379,0.00234566446081497,0.517026574071805,0.519272238532621,0.231049060186648
"139",285,0.480367933673407,0.00233511872268478,0.517296947603907,0.519532066326593,0.231049060186648
"140",286,0.480109421278521,0.00232448119974998,0.517566097521729,0.519790578721479,0.231049060186648
"1411",287,0.479852232355216,0.00231375428651033,0.517834013358274,0.520047767644784,0.231049060186648
"142",288,0.479596374698015,0.00230294037692779,0.518100684925057,0.520303625301985,0.231049060186648
"143",289,0.479341855818871,0.00229204186337774,0.518366102317751,0.520558144181129,0.231049060186648
"144",290,0.479088682967378,0.00228106113586436,0.518630255896757,0.520811317032622,0.231049060186648
"145",291,0.478836863120584,0.00227000058101982,0.518893136298395,0.521063136879416,0.231049060186648
"146",292,0.478586402980518,0.00225886258118247,0.519154734438299,0.521313597019482,0.231049060186648
"147",293,0.478337308996273,0.00224764951385496,0.519415041489871,0.521562691003727,0.231049060186648
"148",294,0.478089587311184,0.00223636374980375,0.519674048939011,0.521810412688816,0.231049060186648
"149",295,0.47784324382454,0.00222500765327985,0.51993174852218,0.52205675617546,0.231049060186648
"150",296,0.477598284170662,0.00221358358079624,0.520188132248541,0.522301715829338,0.231049060186648
"1511",297,0.47735471371882,0.00220209388026988,0.52044319240091,0.52254528628118,0.231049060186648
