t,Sv0,Sg0,Sg1,Sg2,Sg3,Iv0,Ig0,Ig1,Ig2,Ig3,Rv0,Rg0,Rg1,Rg2,Rg3,cumIv0,cumIg0,cumIg1,cumIg2,cumIg3,cumIv, pIv,pIs,pIg
303,0.153781,0.0789948,0.0789948,0.0789948,0.0789948,0.000753943,0.00201331,0.00201331,0.00201331,0.00201331,0.0454646,0.118992,0.118992,0.118992,0.118992,0.065222,0.156389,0.156389,0.156389,0.156389,0.065222,0.00376971,nan,0.0100666
304,0.153844,0.0791534,0.0791534,0.0791534,0.0791534,0.000729611,0.00194939,0.00194939,0.00194939,0.00194939,0.0454267,0.118897,0.118897,0.118897,0.118897,0.0652842,0.156556,0.156556,0.156556,0.156556,0.0652842,0.00364806,nan,0.00974694
305,0.153908,0.0793168,0.0793168,0.0793168,0.0793168,0.000706121,0.00188782,0.00188782,0.00188782,0.00188782,0.045386,0.118795,0.118795,0.118795,0.118795,0.0653445,0.156718,0.156718,0.156718,0.156718,0.0653445,0.0035306,nan,0.00943909
306,0.153974,0.0794846,0.0794846,0.0794846,0.0794846,0.000683447,0.00182852,0.00182852,0.00182852,0.00182852,0.0453428,0.118687,0.118687,0.118687,0.118687,0.0654029,0.156876,0.156876,0.156876,0.156876,0.0654029,0.00341723,nan,0.00914258
307,0.154041,0.0796567,0.0796567,0.0796567,0.0796567,0.000661564,0.00177139,0.00177139,0.00177139,0.00177139,0.0452971,0.118572,0.118572,0.118572,0.118572,0.0654594,0.157029,0.157029,0.157029,0.157029,0.0654594,0.00330782,nan,0.00885697
308,0.154111,0.0798329,0.0798329,0.0798329,0.0798329,0.000640447,0.00171638,0.00171638,0.00171638,0.00171638,0.045249,0.118451,0.118451,0.118451,0.118451,0.0655143,0.157177,0.157177,0.157177,0.157177,0.0655143,0.00320223,nan,0.00858188
309,0.154181,0.0800131,0.0800131,0.0800131,0.0800131,0.000620072,0.00166338,0.00166338,0.00166338,0.00166338,0.0451987,0.118324,0.118324,0.118324,0.118324,0.0655675,0.157321,0.157321,0.157321,0.157321,0.0655675,0.00310036,nan,0.0083169
310,0.154253,0.080197,0.080197,0.080197,0.080197,0.000600416,0.00161233,0.00161233,0.00161233,0.00161233,0.0451461,0.118191,0.118191,0.118191,0.118191,0.065619,0.157461,0.157461,0.157461,0.157461,0.065619,0.00300208,nan,0.00806165
311,0.154327,0.0803846,0.0803846,0.0803846,0.0803846,0.000581454,0.00156316,0.00156316,0.00156316,0.00156316,0.0450914,0.118052,0.118052,0.118052,0.118052,0.065669,0.157598,0.157598,0.157598,0.157598,0.065669,0.00290727,nan,0.00781578
312,0.154402,0.0805755,0.0805755,0.0805755,0.0805755,0.000563165,0.00151579,0.00151579,0.00151579,0.00151579,0.0450348,0.117909,0.117909,0.117909,0.117909,0.0657175,0.15773,0.15773,0.15773,0.15773,0.0657175,0.00281582,nan,0.00757893
313,0.154478,0.0807698,0.0807698,0.0807698,0.0807698,0.000545525,0.00147015,0.00147015,0.00147015,0.00147015,0.0449761,0.11776,0.11776,0.11776,0.11776,0.0657645,0.157858,0.157858,0.157858,0.157858,0.0657645,0.00272762,nan,0.00735075
